,RunNumber,EnergyMagnetCurrent,TheoreticalBeamEnergy,NumberofEvents,ActualBeamEnergy,ConfigFile,Threshold,MaterialType,MaterialThickness,MaterialThicknessError,RawFileSize,Collimator,GearFile,DUTPosition,Date
,38,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,39,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,40,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,41,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,42,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,43,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,44,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,45,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,46,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,47,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,48,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,49,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,50,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,51,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,52,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,53,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,54,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,55,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,56,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,57,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,58,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,59,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,60,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,61,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,62,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,63,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,64,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,65,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,66,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,67,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,68,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,69,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,70,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,71,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,72,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,73,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,74,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,75,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,76,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,77,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,78,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,79,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,80,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,81,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,82,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,83,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,84,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,85,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,86,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,87,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,88,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,89,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,90,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,91,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,92,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,93,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,94,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,95,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,96,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,97,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,98,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,99,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,100,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,101,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,102,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,103,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,104,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,105,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,106,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,107,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,108,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,109,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,110,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,111,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,112,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,113,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,114,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,115,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,116,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,117,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,118,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,119,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,120,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,121,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,122,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,123,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,124,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,125,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,126,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,127,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,128,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,129,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,130,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,131,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,132,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,133,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,134,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,135,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,136,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,137,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,138,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,139,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,140,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,141,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,142,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,143,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,144,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,145,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,146,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,147,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,148,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,149,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,150,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,151,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,152,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,153,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,154,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,155,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,156,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,157,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,158,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,159,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,160,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,161,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,162,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,163,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,164,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,165,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,166,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,167,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,168,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,169,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,170,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,171,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,172,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,173,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,174,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,175,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,176,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,177,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,178,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,179,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,180,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,181,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,182,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,183,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,184,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,185,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,186,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,187,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,188,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,189,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,190,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,191,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,192,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,193,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,194,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,195,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,196,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,197,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,198,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,199,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,200,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,201,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,202,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,203,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,204,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,205,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,206,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,207,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,208,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,209,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,210,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,211,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,212,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,213,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,214,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,215,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,216,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,217,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,218,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,219,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,220,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,221,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,222,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,223,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,224,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,225,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,226,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,227,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,228,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,229,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,230,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,231,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,232,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,233,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,234,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,235,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,236,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,237,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,238,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,239,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,240,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,241,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,242,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,243,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,244,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,245,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,246,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,247,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,248,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,249,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,250,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,251,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,252,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,253,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,254,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,255,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,256,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,257,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,258,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,259,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,260,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,261,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,262,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,263,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,264,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,265,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,266,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,267,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,268,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,269,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,270,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,271,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,272,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,273,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,274,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,275,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,276,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,277,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,278,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,279,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,280,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,281,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,282,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,283,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,284,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,285,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,286,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,287,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,288,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,289,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,290,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,291,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,292,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,293,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,294,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,295,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,296,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,297,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,298,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,299,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,300,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,301,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,302,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,303,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,304,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,305,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,306,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,307,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,308,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,309,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,310,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,311,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,312,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,313,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,314,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,315,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,316,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,317,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,318,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,319,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,320,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,321,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,322,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,323,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,324,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,325,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,326,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,327,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,328,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,329,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,330,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,331,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,332,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,333,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,334,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,335,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,336,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,337,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,338,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,339,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,340,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,341,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,342,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,343,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,344,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,345,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,346,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,347,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,348,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,349,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,350,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,351,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,352,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,353,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,354,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,355,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,356,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,357,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,358,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,359,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,360,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,361,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,362,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,363,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,364,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,365,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,366,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,367,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,368,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,369,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,370,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,371,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,372,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,373,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,374,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,375,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,376,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,377,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,378,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,379,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,380,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,381,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,382,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,383,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,384,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,385,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,386,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,387,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,388,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,389,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,390,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,391,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,392,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,393,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,394,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,395,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,396,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,397,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,398,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,399,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,400,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,401,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,402,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,403,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,404,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,405,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,406,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,407,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,408,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,409,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,410,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,411,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,412,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,413,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,414,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,415,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,416,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,417,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,418,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,419,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,420,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,421,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,422,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,423,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,424,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,425,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,426,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,427,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,428,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,429,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,430,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,431,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,432,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,433,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,434,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,435,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,436,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,437,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,438,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,439,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,440,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,441,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,442,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,443,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,444,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,445,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,446,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,447,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,448,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,449,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,450,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,451,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,452,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,453,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,454,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,455,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,456,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,457,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,458,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,459,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,460,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,461,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,462,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,463,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,464,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,465,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,466,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,467,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,468,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,469,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,470,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,471,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,472,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,473,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,474,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,475,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,476,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,477,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,478,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,479,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,480,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,481,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,482,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,483,112,3,,,config_coinc_19042013,,Chip,,,,,,,
,484,112,3,,,config_coinc_19042013,,Chip,,,,,,,
